Section Name,Route Distance,Distance,Completed?,Notes
"",818,12.4758,FALSE,""
"",819,13.4758,FALSE,""
"",820,14.4758,FALSE,""
"",821,15.4758,FALSE,""
"",822,16.4758,FALSE,""
"",823,17.4758,FALSE,""
"",824,18.4758,FALSE,""
"",825,19.4758,FALSE,""
"",826,20.4758,FALSE,""
"",827,21.4758,FALSE,""
"",828,22.4758,FALSE,""
"",829,23.4758,FALSE,""
"",830,24.4758,FALSE,""
"",831,25.4758,FALSE,""
"",832,26.4758,FALSE,""
"",833,27.4758,FALSE,""
"",834,28.4758,FALSE,""
"",835,29.4758,FALSE,""
"",836,30.4758,FALSE,""
"",837,31.4758,FALSE,""
Waitomo Walkway  to Rora St ,837.62317,35 km,FALSE,""
"",838,0.37683,FALSE,""
"",839,1.37683,FALSE,""
"",840,2.37683,FALSE,""
"",841,3.37683,FALSE,""
"",842,4.37683,FALSE,""
"",843,5.37683,FALSE,""
"",844,6.37683,FALSE,""
"",845,7.37683,FALSE,""
"",846,8.37683,FALSE,""
"",847,9.37683,FALSE,""
"",848,10.37683,FALSE,""
"",849,11.37683,FALSE,""
"",850,12.37683,FALSE,""
"",851,13.37683,FALSE,""
"",852,14.37683,FALSE,""
"",853,15.37683,FALSE,""
"",854,16.37683,FALSE,""
"",855,17.37683,FALSE,""
"",856,18.37683,FALSE,""
"",857,19.37683,FALSE,""
"",858,20.37683,FALSE,""
"",859,21.37683,FALSE,""
"",860,22.37683,FALSE,""
"",861,23.37683,FALSE,""
"",862,24.37683,FALSE,""
"",863,25.37683,FALSE,""
"",864,26.37683,FALSE,""
"",865,27.37683,FALSE,""
"",866,28.37683,FALSE,""
"",867,29.37683,FALSE,""
"",868,30.37683,FALSE,""
"",869,31.37683,FALSE,""
"",870,32.37683,FALSE,""
"",871,33.37683,FALSE,""
"",872,34.37683,FALSE,""
Rora St  to Pureora Forest HQ ,872.3527,55 km,FALSE,""
"",873,0.6473,FALSE,""
"",874,1.6473,FALSE,""
"",875,2.6473,FALSE,""
"",876,3.6473,FALSE,""
"",877,4.6473,FALSE,""
"",878,5.6473,FALSE,""
"",879,6.6473,FALSE,""
"",880,7.6473,FALSE,""
"",881,8.6473,FALSE,""
"",882,9.6473,FALSE,""
"",883,10.6473,FALSE,""
"",884,11.6473,FALSE,""
"",885,12.6473,FALSE,""
"",886,13.6473,FALSE,""
"",887,14.6473,FALSE,""
"",888,15.6473,FALSE,""
"",889,16.6473,FALSE,""
"",890,17.6473,FALSE,""
"",891,18.6473,FALSE,""
"",892,19.6473,FALSE,""
"",893,20.6473,FALSE,""
"",894,21.6473,FALSE,""
"",895,22.6473,FALSE,""
"",896,23.6473,FALSE,""
"",897,24.6473,FALSE,""
"",898,25.6473,FALSE,""
"",899,26.6473,FALSE,""
"",900,27.6473,FALSE,""
"",901,28.6473,FALSE,""
"",902,29.6473,FALSE,""
"",903,30.6473,FALSE,""
"",904,31.6473,FALSE,""
"",905,32.6473,FALSE,""
"",906,33.6473,FALSE,""
"",907,34.6473,FALSE,""
"",908,35.6473,FALSE,""
"",909,36.6473,FALSE,""
"",910,37.6473,FALSE,""
"",911,38.6473,FALSE,""
"",912,39.6473,FALSE,""
"",913,40.6473,FALSE,""
"",914,41.6473,FALSE,""
"",915,42.6473,FALSE,""
"",916,43.6473,FALSE,""
"",917,44.6473,FALSE,""
"",918,45.6473,FALSE,""
"",919,46.6473,FALSE,""
"",920,47.6473,FALSE,""
"",921,48.6473,FALSE,""
"",922,49.6473,FALSE,""
"",923,50.6473,FALSE,""
"",924,51.6473,FALSE,""
"",925,52.6473,FALSE,""
"",926,53.6473,FALSE,""
"",927,54.6473,FALSE,""
Pureora Forest HQ  to Ongarue,927.3124,81 km,FALSE,""
"",928,0.6876,FALSE,""
"",929,1.6876,FALSE,""
"",930,2.6876,FALSE,""
"",931,3.6876,FALSE,""
"",932,4.6876,FALSE,""
"",933,5.6876,FALSE,""
"",934,6.6876,FALSE,""
"",935,7.6876,FALSE,""
"",936,8.6876,FALSE,""
"",937,9.6876,FALSE,""
"",938,10.6876,FALSE,""
"",939,11.6876,FALSE,""
"",940,12.6876,FALSE,""
"",941,13.6876,FALSE,""
"",942,14.6876,FALSE,""
"",943,15.6876,FALSE,""
"",944,16.6876,FALSE,""
"",945,17.6876,FALSE,""
"",946,18.6876,FALSE,""
"",947,19.6876,FALSE,""
"",948,20.6876,FALSE,""
"",949,21.6876,FALSE,""
"",950,22.6876,FALSE,""
"",951,23.6876,FALSE,""
"",952,24.6876,FALSE,""
"",953,25.6876,FALSE,""
"",954,26.6876,FALSE,""
"",955,27.6876,FALSE,""
"",956,28.6876,FALSE,""
"",957,29.6876,FALSE,""
"",958,30.6876,FALSE,""
"",959,31.6876,FALSE,""
"",960,32.6876,FALSE,""
"",961,33.6876,FALSE,""
"",962,34.6876,FALSE,""
"",963,35.6876,FALSE,""
"",964,36.6876,FALSE,""
"",965,37.6876,FALSE,""
"",966,38.6876,FALSE,""
"",967,39.6876,FALSE,""
"",968,40.6876,FALSE,""
"",969,41.6876,FALSE,""
"",970,42.6876,FALSE,""
"",971,43.6876,FALSE,""
"",972,44.6876,FALSE,""
"",973,45.6876,FALSE,""
"",974,46.6876,FALSE,""
"",975,47.6876,FALSE,""
"",976,48.6876,FALSE,""
"",977,49.6876,FALSE,""
"",978,50.6876,FALSE,""
"",979,51.6876,FALSE,""
"",980,52.6876,FALSE,""
"",981,53.6876,FALSE,""
"",982,54.6876,FALSE,""
"",983,55.6876,FALSE,""
"",984,56.6876,FALSE,""
"",985,57.6876,FALSE,""
"",986,58.6876,FALSE,""
"",987,59.6876,FALSE,""
"",988,60.6876,FALSE,""
"",989,61.6876,FALSE,""
"",990,62.6876,FALSE,""
"",991,63.6876,FALSE,""
"",992,64.6876,FALSE,""
"",993,65.6876,FALSE,""
"",994,66.6876,FALSE,""
"",995,67.6876,FALSE,""
"",996,68.6876,FALSE,""
"",997,69.6876,FALSE,""
"",998,70.6876,FALSE,""
"",999,71.6876,FALSE,""
"",1000,72.6876,FALSE,""
"",1001,73.6876,FALSE,""
"",1002,74.6876,FALSE,""
"",1003,75.6876,FALSE,""
"",1004,76.6876,FALSE,""
"",1005,77.6876,FALSE,""
"",1006,78.6876,FALSE,""
"",1007,79.6876,FALSE,""
Ongarue to Hakiaha St (SH4) ,1007.8154,50 km,FALSE,""
"",1008,0.1846,FALSE,""
"",1009,1.1846,FALSE,""
"",1010,2.1846,FALSE,""
"",1011,3.1846,FALSE,""
"",1012,4.1846,FALSE,""
"",1013,5.1846,FALSE,""
"",1014,6.1846,FALSE,""
"",1015,7.1846,FALSE,""
"",1016,8.1846,FALSE,""
"",1017,9.1846,FALSE,""
"",1018,10.1846,FALSE,""
"",1019,11.1846,FALSE,""
"",1020,12.1846,FALSE,""
"",1021,13.1846,FALSE,""
"",1022,14.1846,FALSE,""
"",1023,15.1846,FALSE,""
"",1024,16.1846,FALSE,""
"",1025,17.1846,FALSE,""
"",1026,18.1846,FALSE,""
"",1027,19.1846,FALSE,""
"",1028,20.1846,FALSE,""
"",1029,21.1846,FALSE,""
"",1030,22.1846,FALSE,""
"",1031,23.1846,FALSE,""
"",1032,24.1846,FALSE,""
"",1033,25.1846,FALSE,""
"",1034,26.1846,FALSE,""
"",1035,27.1846,FALSE,""
"",1036,28.1846,FALSE,""
"",1037,29.1846,FALSE,""
"",1038,30.1846,FALSE,""
"",1039,31.1846,FALSE,""
"",1040,32.1846,FALSE,""
"",1041,33.1846,FALSE,""
"",1042,34.1846,FALSE,""
"",1043,35.1846,FALSE,""
"",1044,36.1846,FALSE,""
"",1045,37.1846,FALSE,""
"",1046,38.1846,FALSE,""
"",1047,39.1846,FALSE,""
"",1048,40.1846,FALSE,""
"",1049,41.1846,FALSE,""
"",1050,42.1846,FALSE,""
"",1051,43.1846,FALSE,""
"",1052,44.1846,FALSE,""
"",1053,45.1846,FALSE,""
"",1054,46.1846,FALSE,""
"",1055,47.1846,FALSE,""
"",1056,48.1846,FALSE,""
"",1057,49.1846,FALSE,""
"",1058,50.1846,FALSE,""
Hakiaha St (SH4)  to End of Ketetahi Rd,1058.3005,44 km,FALSE,""
"",1059,0.6995,FALSE,""
"",1060,1.6995,FALSE,""
"",1061,2.6995,FALSE,""
"",1062,3.6995,FALSE,""
"",1063,4.6995,FALSE,""
"",1064,5.6995,FALSE,""
"",1065,6.6995,FALSE,""
"",1066,7.6995,FALSE,""
"",1067,8.6995,FALSE,""
"",1068,9.6995,FALSE,""
"",1069,10.6995,FALSE,""
"",1070,11.6995,FALSE,""
"",1071,12.6995,FALSE,""
"",1072,13.6995,FALSE,""
"",1073,14.6995,FALSE,""
"",1074,15.6995,FALSE,""
"",1075,16.6995,FALSE,""
"",1076,17.6995,FALSE,""
"",1077,18.6995,FALSE,""
"",1078,19.6995,FALSE,""
"",1079,20.6995,FALSE,""
"",1080,21.6995,FALSE,""
"",1081,22.6995,FALSE,""
"",1082,23.6995,FALSE,""
"",1083,24.6995,FALSE,""
"",1084,25.6995,FALSE,""
"",1085,26.6995,FALSE,""
"",1086,27.6995,FALSE,""
"",1087,28.6995,FALSE,""
"",1088,29.6995,FALSE,""
"",1089,30.6995,FALSE,""
"",1090,31.6995,FALSE,""
"",1091,32.6995,FALSE,""
"",1092,33.6995,FALSE,""
"",1093,34.6995,FALSE,""
"",1094,35.6995,FALSE,""
"",1095,36.6995,FALSE,""
"",1096,37.6995,FALSE,""
"",1097,38.6995,FALSE,""
"",1098,39.6995,FALSE,""
"",1099,40.6995,FALSE,""
"",1100,41.6995,FALSE,""
"",1101,42.6995,FALSE,""
"",1102,43.6995,FALSE,""
End of Ketetahi Rd to Mangatepopo Track,1102.7703,19 km,FALSE,""
"",1103,0.2297,FALSE,""
"",1104,1.2297,FALSE,""
"",1105,2.2297,FALSE,""
"",1106,3.2297,FALSE,""
"",1107,4.2297,FALSE,""
"",1108,5.2297,FALSE,""
"",1109,6.2297,FALSE,""
"",1110,7.2297,FALSE,""
"",1111,8.2297,FALSE,""
"",1112,9.2297,FALSE,""
"",1113,10.2297,FALSE,""
"",1114,11.2297,FALSE,""
"",1115,12.2297,FALSE,""
"",1116,13.2297,FALSE,""
"",1117,14.2297,FALSE,""
"",1118,15.2297,FALSE,""
"",1119,16.2297,FALSE,""
"",1120,17.2297,FALSE,""
"",1121,18.2297,FALSE,""
Mangatepopo Track to Nat Pk Railway Station ,1121.4463,30 km,FALSE,""
"",1122,0.5537,FALSE,""
"",1123,1.5537,FALSE,""
"",1124,2.5537,FALSE,""
"",1125,3.5537,FALSE,""
"",1126,4.5537,FALSE,""
"",1127,5.5537,FALSE,""
"",1128,6.5537,FALSE,""
"",1129,7.5537,FALSE,""
"",1130,8.5537,FALSE,""
"",1131,9.5537,FALSE,""
"",1132,10.5537,FALSE,""
"",1133,11.5537,FALSE,""
"",1134,12.5537,FALSE,""
"",1135,13.5537,FALSE,""
"",1136,14.5537,FALSE,""
"",1137,15.5537,FALSE,""
"",1138,16.5537,FALSE,""
"",1139,17.5537,FALSE,""
"",1140,18.5537,FALSE,""
"",1141,19.5537,FALSE,""
"",1142,20.5537,FALSE,""
"",1143,21.5537,FALSE,""
"",1144,22.5537,FALSE,""
"",1145,23.5537,FALSE,""
"",1146,24.5537,FALSE,""
"",1147,25.5537,FALSE,""
"",1148,26.5537,FALSE,""
"",1149,27.5537,FALSE,""
"",1150,28.5537,FALSE,""
"",1151,29.5537,FALSE,""
Nat Pk Railway Station  to Mangapurua Landing ,1151.413,88 km,FALSE,""
"",1152,0.587,FALSE,""
"",1153,1.587,FALSE,""
"",1154,2.587,FALSE,""
"",1155,3.587,FALSE,""
"",1156,4.587,FALSE,""
"",1157,5.587,FALSE,""
"",1158,6.587,FALSE,""
"",1159,7.587,FALSE,""
"",1160,8.587,FALSE,""
"",1161,9.587,FALSE,""
"",1162,10.587,FALSE,""
"",1163,11.587,FALSE,""
"",1164,12.587,FALSE,""
"",1165,13.587,FALSE,""
"",1166,14.587,FALSE,""
"",1167,15.587,FALSE,""
"",1168,16.587,FALSE,""
"",1169,17.587,FALSE,""
"",1170,18.587,FALSE,""
"",1171,19.587,FALSE,""
"",1172,20.587,FALSE,""
"",1173,21.587,FALSE,""
"",1174,22.587,FALSE,""
"",1175,23.587,FALSE,""
"",1176,24.587,FALSE,""
"",1177,25.587,FALSE,""
"",1178,26.587,FALSE,""
"",1179,27.587,FALSE,""
"",1180,28.587,FALSE,""
"",1181,29.587,FALSE,""
"",1182,30.587,FALSE,""
"",1183,31.587,FALSE,""
"",1184,32.587,FALSE,""
"",1185,33.587,FALSE,""
"",1186,34.587,FALSE,""
"",1187,35.587,FALSE,""
"",1188,36.587,FALSE,""
"",1189,37.587,FALSE,""
"",1190,38.587,FALSE,""
"",1191,39.587,FALSE,""
"",1192,40.587,FALSE,""
"",1193,41.587,FALSE,""
"",1194,42.587,FALSE,""
"",1195,43.587,FALSE,""
"",1196,44.587,FALSE,""
"",1197,45.587,FALSE,""
"",1198,46.587,FALSE,""
"",1199,47.587,FALSE,""
"",1200,48.587,FALSE,""
"",1201,49.587,FALSE,""
"",1202,50.587,FALSE,""
"",1203,51.587,FALSE,""
"",1204,52.587,FALSE,""
"",1205,53.587,FALSE,""
"",1206,54.587,FALSE,""
"",1207,55.587,FALSE,""
"",1208,56.587,FALSE,""
"",1209,57.587,FALSE,""
"",1210,58.587,FALSE,""
"",1211,59.587,FALSE,""
"",1212,60.587,FALSE,""
"",1213,61.587,FALSE,""
"",1214,62.587,FALSE,""
"",1215,63.587,FALSE,""
"",1216,64.587,FALSE,""
"",1217,65.587,FALSE,""
"",1218,66.587,FALSE,""
"",1219,67.587,FALSE,""
"",1220,68.587,FALSE,""
"",1221,69.587,FALSE,""
"",1222,70.587,FALSE,""
"",1223,71.587,FALSE,""
"",1224,72.587,FALSE,""
"",1225,73.587,FALSE,""
"",1226,74.587,FALSE,""
"",1227,75.587,FALSE,""
"",1228,76.587,FALSE,""
"",1229,77.587,FALSE,""
"",1230,78.587,FALSE,""
"",1231,79.587,FALSE,""
"",1232,80.587,FALSE,""
"",1233,81.587,FALSE,""
"",1234,82.587,FALSE,""
"",1235,83.587,FALSE,""
"",1236,84.587,FALSE,""
"",1237,85.587,FALSE,""
"",1238,86.587,FALSE,""
"",1239,87.587,FALSE,""
Mangapurua Landing  to Wanganui Motor Boat Club ,1239.5299,122 km,FALSE,""
"",1240,0.4701,FALSE,""
"",1241,1.4701,FALSE,""
"",1242,2.4701,FALSE,""
"",1243,3.4701,FALSE,""
"",1244,4.4701,FALSE,""
"",1245,5.4701,FALSE,""
"",1246,6.4701,FALSE,""
"",1247,7.4701,FALSE,""
"",1248,8.4701,FALSE,""
"",1249,9.4701,FALSE,""
"",1250,10.4701,FALSE,""
"",1251,11.4701,FALSE,""
"",1252,12.4701,FALSE,""
"",1253,13.4701,FALSE,""
"",1254,14.4701,FALSE,""
"",1255,15.4701,FALSE,""
"",1256,16.4701,FALSE,""
"",1257,17.4701,FALSE,""
"",1258,18.4701,FALSE,""
"",1259,19.4701,FALSE,""
"",1260,20.4701,FALSE,""
"",1261,21.4701,FALSE,""
"",1262,22.4701,FALSE,""
"",1263,23.4701,FALSE,""
"",1264,24.4701,FALSE,""
"",1265,25.4701,FALSE,""
"",1266,26.4701,FALSE,""
"",1267,27.4701,FALSE,""
"",1268,28.4701,FALSE,""
"",1269,29.4701,FALSE,""
"",1270,30.4701,FALSE,""
"",1271,31.4701,FALSE,""
"",1272,32.4701,FALSE,""
"",1273,33.4701,FALSE,""
"",1274,34.4701,FALSE,""
"",1275,35.4701,FALSE,""
"",1276,36.4701,FALSE,""
"",1277,37.4701,FALSE,""
"",1278,38.4701,FALSE,""
"",1279,39.4701,FALSE,""
"",1280,40.4701,FALSE,""
"",1281,41.4701,FALSE,""
"",1282,42.4701,FALSE,""
"",1283,43.4701,FALSE,""
"",1284,44.4701,FALSE,""
"",1285,45.4701,FALSE,""
"",1286,46.4701,FALSE,""
"",1287,47.4701,FALSE,""
"",1288,48.4701,FALSE,""
"",1289,49.4701,FALSE,""
"",1290,50.4701,FALSE,""
"",1291,51.4701,FALSE,""
"",1292,52.4701,FALSE,""
"",1293,53.4701,FALSE,""
"",1294,54.4701,FALSE,""
"",1295,55.4701,FALSE,""
"",1296,56.4701,FALSE,""
"",1297,57.4701,FALSE,""
"",1298,58.4701,FALSE,""
"",1299,59.4701,FALSE,""
"",1300,60.4701,FALSE,""
"",1301,61.4701,FALSE,""
"",1302,62.4701,FALSE,""
"",1303,63.4701,FALSE,""
"",1304,64.4701,FALSE,""
"",1305,65.4701,FALSE,""
"",1306,66.4701,FALSE,""
"",1307,67.4701,FALSE,""
"",1308,68.4701,FALSE,""
"",1309,69.4701,FALSE,""
"",1310,70.4701,FALSE,""
"",1311,71.4701,FALSE,""
"",1312,72.4701,FALSE,""
"",1313,73.4701,FALSE,""
"",1314,74.4701,FALSE,""
"",1315,75.4701,FALSE,""
"",1316,76.4701,FALSE,""
"",1317,77.4701,FALSE,""
"",1318,78.4701,FALSE,""
"",1319,79.4701,FALSE,""
"",1320,80.4701,FALSE,""
"",1321,81.4701,FALSE,""
"",1322,82.4701,FALSE,""
"",1323,83.4701,FALSE,""
"",1324,84.4701,FALSE,""
"",1325,85.4701,FALSE,""
"",1326,86.4701,FALSE,""
"",1327,87.4701,FALSE,""
"",1328,88.4701,FALSE,""
"",1329,89.4701,FALSE,""
"",1330,90.4701,FALSE,""
"",1331,91.4701,FALSE,""
"",1332,92.4701,FALSE,""
"",1333,93.4701,FALSE,""
"",1334,94.4701,FALSE,""
"",1335,95.4701,FALSE,""
"",1336,96.4701,FALSE,""
"",1337,97.4701,FALSE,""
"",1338,98.4701,FALSE,""
"",1339,99.4701,FALSE,""
"",1340,100.4701,FALSE,""
"",1341,101.4701,FALSE,""
"",1342,102.4701,FALSE,""
"",1343,103.4701,FALSE,""
"",1344,104.4701,FALSE,""
"",1345,105.4701,FALSE,""
"",1346,106.4701,FALSE,""
"",1347,107.4701,FALSE,""
"",1348,108.4701,FALSE,""
"",1349,109.4701,FALSE,""
"",1350,110.4701,FALSE,""
"",1351,111.4701,FALSE,""
"",1352,112.4701,FALSE,""
"",1353,113.4701,FALSE,""
"",1354,114.4701,FALSE,""
"",1355,115.4701,FALSE,""
"",1356,116.4701,FALSE,""
"",1357,117.4701,FALSE,""
"",1358,118.4701,FALSE,""
"",1359,119.4701,FALSE,""
"",1360,120.4701,FALSE,""
"",1361,121.4701,FALSE,""
Wanganui Motor Boat Club  to High St/SH3 ,1361.2545,62 km,FALSE,""
"",1362,0.7455,FALSE,""
"",1363,1.7455,FALSE,""
"",1364,2.7455,FALSE,""
"",1365,3.7455,FALSE,""
"",1366,4.7455,FALSE,""
"",1367,5.7455,FALSE,""
"",1368,6.7455,FALSE,""
"",1369,7.7455,FALSE,""
"",1370,8.7455,FALSE,""
"",1371,9.7455,FALSE,""
"",1372,10.7455,FALSE,""
"",1373,11.7455,FALSE,""
"",1374,12.7455,FALSE,""
"",1375,13.7455,FALSE,""
"",1376,14.7455,FALSE,""
"",1377,15.7455,FALSE,""
"",1378,16.7455,FALSE,""
"",1379,17.7455,FALSE,""
"",1380,18.7455,FALSE,""
"",1381,19.7455,FALSE,""
"",1382,20.7455,FALSE,""
"",1383,21.7455,FALSE,""
"",1384,22.7455,FALSE,""
"",1385,23.7455,FALSE,""
"",1386,24.7455,FALSE,""
"",1387,25.7455,FALSE,""
"",1388,26.7455,FALSE,""
"",1389,27.7455,FALSE,""
"",1390,28.7455,FALSE,""
"",1391,29.7455,FALSE,""
"",1392,30.7455,FALSE,""
"",1393,31.7455,FALSE,""
"",1394,32.7455,FALSE,""
"",1395,33.7455,FALSE,""
"",1396,34.7455,FALSE,""
"",1397,35.7455,FALSE,""
"",1398,36.7455,FALSE,""
"",1399,37.7455,FALSE,""
"",1400,38.7455,FALSE,""
"",1401,39.7455,FALSE,""
"",1402,40.7455,FALSE,""
"",1403,41.7455,FALSE,""
"",1404,42.7455,FALSE,""
"",1405,43.7455,FALSE,""
"",1406,44.7455,FALSE,""
"",1407,45.7455,FALSE,""
"",1408,46.7455,FALSE,""
"",1409,47.7455,FALSE,""
"",1410,48.7455,FALSE,""
"",1411,49.7455,FALSE,""
"",1412,50.7455,FALSE,""
"",1413,51.7455,FALSE,""
"",1414,52.7455,FALSE,""
"",1415,53.7455,FALSE,""
"",1416,54.7455,FALSE,""
"",1417,55.7455,FALSE,""
"",1418,56.7455,FALSE,""
"",1419,57.7455,FALSE,""
"",1420,58.7455,FALSE,""
"",1421,59.7455,FALSE,""
"",1422,60.7455,FALSE,""
High St/SH3  to Kowhai Park  South St ,1422.9421,20 km,FALSE,""
"",1423,0.0579,FALSE,""
"",1424,1.0579,FALSE,""
"",1425,2.0579,FALSE,""
"",1426,3.0579,FALSE,""
"",1427,4.0579,FALSE,""
"",1428,5.0579,FALSE,""
"",1429,6.0579,FALSE,""
"",1430,7.0579,FALSE,""
"",1431,8.0579,FALSE,""
"",1432,9.0579,FALSE,""
"",1433,10.0579,FALSE,""
"",1434,11.0579,FALSE,""
"",1435,12.0579,FALSE,""
"",1436,13.0579,FALSE,""
"",1437,14.0579,FALSE,""
"",1438,15.0579,FALSE,""
"",1439,16.0579,FALSE,""
"",1440,17.0579,FALSE,""
"",1441,18.0579,FALSE,""
"",1442,19.0579,FALSE,""
"",1443,20.0579,FALSE,""
Kowhai Park  South St  to End of Riverside Dr ,1443.0553,22 km,FALSE,""
"",1444,0.9447,FALSE,""
"",1445,1.9447,FALSE,""
"",1446,2.9447,FALSE,""
"",1447,3.9447,FALSE,""
"",1448,4.9447,FALSE,""
"",1449,5.9447,FALSE,""
"",1450,6.9447,FALSE,""
"",1451,7.9447,FALSE,""
"",1452,8.9447,FALSE,""
"",1453,9.9447,FALSE,""
"",1454,10.9447,FALSE,""
"",1455,11.9447,FALSE,""
"",1456,12.9447,FALSE,""
"",1457,13.9447,FALSE,""
"",1458,14.9447,FALSE,""
"",1459,15.9447,FALSE,""
"",1460,16.9447,FALSE,""
"",1461,17.9447,FALSE,""
"",1462,18.9447,FALSE,""
"",1463,19.9447,FALSE,""
"",1464,20.9447,FALSE,""
End of Riverside Dr  to Old West Rd ,1464.9869,26 km,FALSE,""
"",1465,0.0131,FALSE,""
"",1466,1.0131,FALSE,""
"",1467,2.0131,FALSE,""
"",1468,3.0131,FALSE,""
"",1469,4.0131,FALSE,""
"",1470,5.0131,FALSE,""
"",1471,6.0131,FALSE,""
"",1472,7.0131,FALSE,""
"",1473,8.0131,FALSE,""
"",1474,9.0131,FALSE,""
"",1475,10.0131,FALSE,""
"",1476,11.0131,FALSE,""
"",1477,12.0131,FALSE,""
"",1478,13.0131,FALSE,""
"",1479,14.0131,FALSE,""
"",1480,15.0131,FALSE,""
"",1481,16.0131,FALSE,""
"",1482,17.0131,FALSE,""
"",1483,18.0131,FALSE,""
"",1484,19.0131,FALSE,""
"",1485,20.0131,FALSE,""
"",1486,21.0131,FALSE,""
"",1487,22.0131,FALSE,""
"",1488,23.0131,FALSE,""
"",1489,24.0131,FALSE,""
"",1490,25.0131,FALSE,""
Old West Rd  to Gladstone/Poads Rds ,1490.5508,39 km,FALSE,""
"",1491,0.4492,FALSE,""
"",1492,1.4492,FALSE,""
"",1493,2.4492,FALSE,""
"",1494,3.4492,FALSE,""
"",1495,4.4492,FALSE,""
"",1496,5.4492,FALSE,""
"",1497,6.4492,FALSE,""
"",1498,7.4492,FALSE,""
"",1499,8.4492,FALSE,""
"",1500,9.4492,FALSE,""
"",1501,10.4492,FALSE,""
"",1502,11.4492,FALSE,""
"",1503,12.4492,FALSE,""
"",1504,13.4492,FALSE,""
"",1505,14.4492,FALSE,""
"",1506,15.4492,FALSE,""
"",1507,16.4492,FALSE,""
"",1508,17.4492,FALSE,""
"",1509,18.4492,FALSE,""
"",1510,19.4492,FALSE,""
"",1511,20.4492,FALSE,""
"",1512,21.4492,FALSE,""
"",1513,22.4492,FALSE,""
"",1514,23.4492,FALSE,""
"",1515,24.4492,FALSE,""
"",1516,25.4492,FALSE,""
"",1517,26.4492,FALSE,""
"",1518,27.4492,FALSE,""
"",1519,28.4492,FALSE,""
"",1520,29.4492,FALSE,""
"",1521,30.4492,FALSE,""
"",1522,31.4492,FALSE,""
"",1523,32.4492,FALSE,""
"",1524,33.4492,FALSE,""
"",1525,34.4492,FALSE,""
"",1526,35.4492,FALSE,""
"",1527,36.4492,FALSE,""
"",1528,37.4492,FALSE,""
"",1529,38.4492,FALSE,""
Gladstone/Poads Rds  to Otaki Forks ,1529.531,43 km,FALSE,""
"",1530,0.469,FALSE,""
"",1531,1.469,FALSE,""
"",1532,2.469,FALSE,""
"",1533,3.469,FALSE,""
"",1534,4.469,FALSE,""
"",1535,5.469,FALSE,""
"",1536,6.469,FALSE,""
"",1537,7.469,FALSE,""
"",1538,8.469,FALSE,""
"",1539,9.469,FALSE,""
"",1540,10.469,FALSE,""
"",1541,11.469,FALSE,""
"",1542,12.469,FALSE,""
"",1543,13.469,FALSE,""
"",1544,14.469,FALSE,""
"",1545,15.469,FALSE,""
"",1546,16.469,FALSE,""
"",1547,17.469,FALSE,""
"",1548,18.469,FALSE,""
"",1549,19.469,FALSE,""
"",1550,20.469,FALSE,""
"",1551,21.469,FALSE,""
"",1552,22.469,FALSE,""
"",1553,23.469,FALSE,""
"",1554,24.469,FALSE,""
"",1555,25.469,FALSE,""
"",1556,26.469,FALSE,""
"",1557,27.469,FALSE,""
"",1558,28.469,FALSE,""
"",1559,29.469,FALSE,""
"",1560,30.469,FALSE,""
"",1561,31.469,FALSE,""
"",1562,32.469,FALSE,""
"",1563,33.469,FALSE,""
"",1564,34.469,FALSE,""
"",1565,35.469,FALSE,""
"",1566,36.469,FALSE,""
"",1567,37.469,FALSE,""
"",1568,38.469,FALSE,""
"",1569,39.469,FALSE,""
"",1570,40.469,FALSE,""
"",1571,41.469,FALSE,""
"",1572,42.469,FALSE,""
"",1573,43.469,FALSE,""
Otaki Forks  to Waikanae River Bridge SH1 ,1573.012,25 km,FALSE,""
"",1574,0.988,FALSE,""
"",1575,1.988,FALSE,""
"",1576,2.988,FALSE,""
"",1577,3.988,FALSE,""
"",1578,4.988,FALSE,""
"",1579,5.988,FALSE,""
"",1580,6.988,FALSE,""
"",1581,7.988,FALSE,""
"",1582,8.988,FALSE,""
"",1583,9.988,FALSE,""
"",1584,10.988,FALSE,""
"",1585,11.988,FALSE,""
"",1586,12.988,FALSE,""
"",1587,13.988,FALSE,""
"",1588,14.988,FALSE,""
"",1589,15.988,FALSE,""
"",1590,16.988,FALSE,""
"",1591,17.988,FALSE,""
"",1592,18.988,FALSE,""
"",1593,19.988,FALSE,""
"",1594,20.988,FALSE,""
"",1595,21.988,FALSE,""
"",1596,22.988,FALSE,""
"",1597,23.988,FALSE,""
Waikanae River Bridge SH1  to Teihana Rd ,1597.6967,32 km,FALSE,""
"",1598,0.3033,FALSE,""
"",1599,1.3033,FALSE,""
"",1600,2.3033,FALSE,""
"",1601,3.3033,FALSE,""
"",1602,4.3033,FALSE,""
"",1603,5.3033,FALSE,""
"",1604,6.3033,FALSE,""
"",1605,7.3033,FALSE,""
"",1606,8.3033,FALSE,""
"",1607,9.3033,FALSE,""
"",1608,10.3033,FALSE,""
"",1609,11.3033,FALSE,""
"",1610,12.3033,FALSE,""
"",1611,13.3033,FALSE,""
"",1612,14.3033,FALSE,""
"",1613,15.3033,FALSE,""
"",1614,16.3033,FALSE,""
"",1615,17.3033,FALSE,""
"",1616,18.3033,FALSE,""
"",1617,19.3033,FALSE,""
"",1618,20.3033,FALSE,""
"",1619,21.3033,FALSE,""
"",1620,22.3033,FALSE,""
